Nov. 28, 2022   18:52:54
Linear Sweep Voltammetry
File: d:\current work\al_oer\data retrieve\batch 0\ru-500.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 1.098

Final E (V) = 1.497


Scan Rate (V/s) = 0.010
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 5.3

Results:

Channel 1:

Potential/V, Current/A

1.098,	6.23E-05
1.099,	0.00006735
1.1,	0.00006448
1.101,	0.00006153
1.102,	0.00005911
1.103,	0.00005698
1.104,	0.00005497
1.105,	0.00005338
1.106,	0.00005179
1.107,	0.00005022
1.108,	0.00004911
1.109,	0.00004781
1.11,	0.00004678
1.111,	0.0000458
1.112,	0.00004484
1.113,	0.00004409
1.114,	0.00004319
1.115,	0.00004257
1.116,	0.00004195
1.117,	0.0000412
1.118,	0.00004083
1.119,	0.00004036
1.12,	0.0000397
1.121,	0.00003936
1.122,	0.00003877
1.123,	0.00003838
1.124,	0.00003814
1.125,	0.00003771
1.126,	0.00003749
1.127,	0.00003722
1.128,	0.00003693
1.129,	0.00003671
1.13,	0.00003634
1.131,	0.00003623
1.132,	0.0000361
1.133,	0.00003576
1.134,	0.00003566
1.135,	0.00003544
1.136,	0.00003523
1.137,	0.00003528
1.138,	0.00003504
1.139,	0.00003485
1.14,	0.00003484
1.141,	0.0000346
1.142,	0.00003462
1.143,	0.0000345
1.144,	0.00003451
1.145,	0.00003444
1.146,	0.00003429
1.147,	0.00003423
1.148,	0.00003429
1.149,	0.0000341
1.15,	0.00003421
1.151,	0.00003422
1.152,	0.00003406
1.153,	0.00003416
1.154,	0.00003419
1.155,	0.00003414
1.156,	0.0000343
1.157,	0.00003428
1.158,	0.00003427
1.159,	0.00003427
1.16,	0.00003433
1.161,	0.00003442
1.162,	0.00003445
1.163,	0.00003444
1.164,	0.00003458
1.165,	0.00003439
1.166,	0.00003464
1.167,	0.00003465
1.168,	0.00003451
1.169,	0.00003491
1.17,	0.00003493
1.171,	0.00003483
1.172,	0.00003502
1.173,	0.00003506
1.174,	0.0000353
1.175,	0.00003534
1.176,	0.00003536
1.177,	0.0000356
1.178,	0.00003549
1.179,	0.00003563
1.18,	0.00003584
1.181,	0.00003577
1.182,	0.00003603
1.183,	0.00003612
1.184,	0.00003608
1.185,	0.00003625
1.186,	0.00003632
1.187,	0.00003642
1.188,	0.00003662
1.189,	0.00003664
1.19,	0.00003675
1.191,	0.0000369
1.192,	0.0000368
1.193,	0.00003716
1.194,	0.00003704
1.195,	0.00003724
1.196,	0.00003754
1.197,	0.00003737
1.198,	0.00003747
1.199,	0.00003756
1.2,	0.00003745
1.201,	0.0000378
1.202,	0.00003763
1.203,	0.00003778
1.204,	0.00003801
1.205,	0.00003792
1.206,	0.00003805
1.207,	0.00003807
1.208,	0.00003824
1.209,	0.00003834
1.21,	0.00003828
1.211,	0.00003832
1.212,	0.0000385
1.213,	0.00003836
1.214,	0.00003862
1.215,	0.00003862
1.216,	0.00003854
1.217,	0.00003876
1.218,	0.00003859
1.219,	0.00003888
1.22,	0.00003882
1.221,	0.00003875
1.222,	0.00003898
1.223,	0.00003898
1.224,	0.00003934
1.225,	0.00003914
1.226,	0.00003893
1.227,	0.00003895
1.228,	0.0000391
1.229,	0.00003881
1.23,	0.00003904
1.231,	0.00003905
1.232,	0.00003887
1.233,	0.0000391
1.234,	0.00003913
1.235,	0.00003902
1.236,	0.00003916
1.237,	0.00003893
1.238,	0.00003899
1.239,	0.000039
1.24,	0.00003896
1.241,	0.00003907
1.242,	0.00003884
1.243,	0.00003885
1.244,	0.00003892
